authority_code,authority_name,tier,tier_label,region,party_standardised,metric_party_family,challenger_party_family,party_group,vote_share_2018,vote_share_2022,swing_pp,challenger_party,is_challenger,swing_abs_rank,party_label_norm,party_colour_hex
E09000022,Lambeth,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,5.574140452762847,5.57414,LAB,False,3.0,OTHER,#9CA3AF
E09000022,Lambeth,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.6871612547103796,0.1119182169128356,-0.575243,LAB,False,6.0,OTHER,#9CA3AF
E09000022,Lambeth,2,London Borough,London,YORKS,YORKS,YORKS,,0.0,0.3360612759903229,0.336061,LAB,False,7.0,YORKS,#228B22
E09000023,Lewisham,2,London Borough,London,Alliance For Green Socialism,Alliance For Green Socialism,Alliance For Green Socialism,Minor,0.1046963055729492,0.0,-0.104696,CON,False,12.0,OTHER,#9CA3AF
E09000023,Lewisham,2,London Borough,London,British National Party,British National Party,British National Party,Minor,0.0490920475892298,0.0,-0.049092,CON,False,14.0,OTHER,#9CA3AF
E09000023,Lewisham,2,London Borough,London,CON,CON,CON,,13.9020663744521,27.08075243749621,13.178686,CON,True,1.0,CON,#0087DC
E09000023,Lewisham,2,London Borough,London,Christian Peoples Alliance,Christian Peoples Alliance,Christian Peoples Alliance,Minor,0.1407639323731997,0.0674751787735225,-0.073289,CON,False,13.0,OTHER,#9CA3AF
E09000023,Lewisham,2,London Borough,London,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Minor,0.1963681903569192,0.0,-0.196368,CON,False,8.0,OTHER,#9CA3AF
E09000023,Lewisham,2,London Borough,London,GREEN,GREEN,GREEN,,11.59273638071384,8.172350885210083,-3.420385,CON,False,4.0,GREEN,#02A95B
E09000023,Lewisham,2,London Borough,London,IND,IND,IND,Independent,0.1743268628678772,0.3098860062191408,0.135559,CON,False,9.0,IND,#6B7280
E09000023,Lewisham,2,London Borough,London,Independents For Direct Democracy,Independents For Direct Democracy,Independents For Direct Democracy,Minor,0.1107075767063243,0.0,-0.110708,CON,False,11.0,IND,#6B7280
E09000023,Lewisham,2,London Borough,London,LAB,LAB,LAB,,60.24445835942392,55.041895302799325,-5.202563,CON,False,2.0,LAB,#E4003B
E09000023,Lewisham,2,London Borough,London,LD,LD,LD,,11.989981214777709,8.09666444129481,-3.893317,CON,False,3.0,LD,#FAA61A
E09000023,Lewisham,2,London Borough,London,REFORM,REFORM,REFORM,,0.1718221665623043,0.0417703487645616,-0.130052,CON,False,10.0,REFORM,#6B2FBE
E09000023,Lewisham,2,London Borough,London,Shared Ground,Shared Ground,Shared Ground,Minor,0.0,0.016779541811405,0.01678,CON,False,15.0,OTHER,#9CA3AF
E09000023,Lewisham,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.2419536631183469,0.0,-0.241954,CON,False,7.0,OTHER,#9CA3AF
E09000023,Lewisham,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,1.1724258576309428,1.172426,CON,False,5.0,OTHER,#9CA3AF
E09000023,Lewisham,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,1.081026925485285,0.0,-1.081027,CON,False,6.0,OTHER,#9CA3AF
E09000024,Merton,2,London Borough,London,Britain First,Britain First,Britain First,Minor,0.0,0.2020121684495168,0.202012,LAB,False,10.0,OTHER,#9CA3AF
E09000024,Merton,2,London Borough,London,CON,CON,CON,,31.463107529589525,18.05105976856086,-13.412048,LAB,False,2.0,CON,#0087DC
E09000024,Merton,2,London Borough,London,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Minor,0.0184672206832871,0.0,-0.018467,LAB,False,12.0,OTHER,#9CA3AF
E09000024,Merton,2,London Borough,London,GREEN,GREEN,GREEN,,2.781275357452643,5.729112816638168,2.947837,LAB,False,4.0,GREEN,#02A95B
E09000024,Merton,2,London Borough,London,IND,IND,IND,Independent,0.4678362573099415,0.0,-0.467836,LAB,False,7.0,IND,#6B7280
E09000024,Merton,2,London Borough,London,Independents For Direct Democracy,Independents For Direct Democracy,Independents For Direct Democracy,Minor,0.0845015249447382,0.0,-0.084502,LAB,False,11.0,IND,#6B7280
E09000024,Merton,2,London Borough,London,LAB,LAB,LAB,,46.94591342790789,62.57247385374001,15.62656,LAB,True,1.0,LAB,#E4003B
E09000024,Merton,2,London Borough,London,LD,LD,LD,,14.63835026161896,9.65363661669384,-4.984714,LAB,False,3.0,LD,#FAA61A
E09000024,Merton,2,London Borough,London,Merton Park Ward Independent Residents,Merton Park Ward Independent Residents,ILP,ILP,3.300595987576597,1.4220384141249454,-1.878558,LAB,False,6.0,IND,#6B7280
E09000024,Merton,2,London Borough,London,REFORM,REFORM,REFORM,,0.2568622513220851,0.0,-0.256862,LAB,False,9.0,REFORM,#6B2FBE
E09000024,Merton,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0430901815943367,0.0393685131427208,-0.003722,LAB,False,13.0,OTHER,#9CA3AF
E09000024,Merton,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,1.9330337614824828,1.933034,LAB,False,5.0,OTHER,#9CA3AF
E09000024,Merton,2,London Borough,London,YORKS,YORKS,YORKS,,0.0,0.3972640871674553,0.397264,LAB,False,8.0,YORKS,#228B22
E09000025,Newham,2,London Borough,London,CON,CON,CON,,15.203037054706572,17.43139199322555,2.228355,LD,False,3.0,CON,#0087DC
E09000025,Newham,2,London Borough,London,Christian Peoples Alliance,Christian Peoples Alliance,Christian Peoples Alliance,Minor,2.6411819339907527,0.9462500974941226,-1.694932,LD,False,4.0,OTHER,#9CA3AF
E09000025,Newham,2,London Borough,London,Communist League Election Campaign,Communist League Election Campaign,Communist League Election Campaign,Minor,0.0263915181720828,0.0,-0.026392,LD,False,11.0,OTHER,#9CA3AF
E09000025,Newham,2,London Borough,London,GREEN,GREEN,GREEN,,2.7645115285256785,4.257986161405698,1.493475,LD,False,5.0,GREEN,#02A95B
E09000025,Newham,2,London Borough,London,IND,IND,IND,Independent,0.4862129694010648,0.9058596753167166,0.419647,LD,False,6.0,IND,#6B7280
E09000025,Newham,2,London Borough,London,Independents For Direct Democracy,Independents For Direct Democracy,Independents For Direct Democracy,Minor,0.1888008607695157,0.0,-0.188801,LD,False,9.0,IND,#6B7280
E09000025,Newham,2,London Borough,London,LAB,LAB,LAB,,74.50173321220304,65.8734359157205,-8.628297,LD,False,1.0,LAB,#E4003B
E09000025,Newham,2,London Borough,London,LD,LD,LD,,3.6065024640542447,10.024902784432138,6.4184,LD,True,2.0,LD,#FAA61A
E09000025,Newham,2,London Borough,London,REFORM,REFORM,REFORM,,0.2598549481558926,0.072145650647918,-0.187709,LD,False,10.0,REFORM,#6B2FBE
E09000025,Newham,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.3217735100211639,0.0972155678614803,-0.224558,LD,False,8.0,OTHER,#9CA3AF
E09000025,Newham,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.3908121538958651,0.390812,LD,False,7.0,OTHER,#9CA3AF
E09000026,Redbridge,2,London Borough,London,CON,CON,CON,,35.287571612406865,18.171323098718176,-17.116249,LAB,False,1.0,CON,#0087DC
E09000026,Redbridge,2,London Borough,London,GREEN,GREEN,GREEN,,1.582227758365657,3.395267739167155,1.81304,LAB,False,4.0,GREEN,#02A95B
E09000026,Redbridge,2,London Borough,London,IND,IND,IND,Independent,0.7492111758860246,0.0,-0.749211,LAB,False,6.0,IND,#6B7280
E09000026,Redbridge,2,London Borough,London,Independent Network,Independent Network,ILP,ILP,0.0,0.7025513887564534,0.702551,LAB,False,7.0,IND,#6B7280
E09000026,Redbridge,2,London Borough,London,LAB,LAB,LAB,,58.38168554196452,68.62663633515413,10.244951,LAB,True,2.0,LAB,#E4003B
E09000026,Redbridge,2,London Borough,London,LD,LD,LD,,3.713999166525465,8.093473730094946,4.379475,LAB,False,3.0,LD,#FAA61A
E09000026,Redbridge,2,London Borough,London,Redbridge Trade Union Party,Redbridge Trade Union Party,ILP,ILP,0.2853047448514629,0.0,-0.285305,LAB,False,8.0,IND,#6B7280
E09000026,Redbridge,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.2220375693016033,0.222038,LAB,False,9.0,OTHER,#9CA3AF
E09000026,Redbridge,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.7887101388075357,0.78871,LAB,False,5.0,OTHER,#9CA3AF
E09000027,Richmond upon Thames,2,London Borough,London,CON,CON,CON,,37.55896198179302,39.75980910269961,2.200847,LAB,False,3.0,CON,#0087DC
E09000027,Richmond upon Thames,2,London Borough,London,GREEN,GREEN,GREEN,,4.49763194314748,3.8179460078186658,-0.679686,LAB,False,5.0,GREEN,#02A95B
E09000027,Richmond upon Thames,2,London Borough,London,IND,IND,IND,Independent,0.2619468348489855,0.6549402061284679,0.392993,LAB,False,6.0,IND,#6B7280
E09000027,Richmond upon Thames,2,London Borough,London,LAB,LAB,LAB,,10.406999296047813,44.94579088991559,34.538792,LAB,True,2.0,LAB,#E4003B
E09000027,Richmond upon Thames,2,London Borough,London,LD,LD,LD,,46.68974863639193,7.937746064127831,-38.752003,LAB,False,1.0,LD,#FAA61A
E09000027,Richmond upon Thames,2,London Borough,London,REFORM,REFORM,REFORM,,0.2164533260543719,0.281545825044655,0.065092,LAB,False,8.0,REFORM,#6B2FBE
E09000027,Richmond upon Thames,2,London Borough,London,The Socialist Party Of Great Britain,The Socialist Party Of Great Britain,The Socialist Party Of Great Britain,Minor,0.0134086131184124,0.0,-0.013409,LAB,False,9.0,OTHER,#9CA3AF
E09000027,Richmond upon Thames,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,1.9740516290426056,1.974052,LAB,False,4.0,OTHER,#9CA3AF
E09000027,Richmond upon Thames,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.3548493685979858,0.6281702752225827,0.273321,LAB,False,7.0,OTHER,#9CA3AF
E09000028,Southwark,2,London Borough,London,CON,CON,CON,,10.34315920590067,20.15478174130876,9.811623,CON,True,2.0,CON,#0087DC
E09000028,Southwark,2,London Borough,London,Christian Peoples Alliance,Christian Peoples Alliance,Christian Peoples Alliance,Minor,0.0365446281970115,0.0,-0.036545,CON,False,11.0,OTHER,#9CA3AF
E09000028,Southwark,2,London Borough,London,GREEN,GREEN,GREEN,,10.537720747569267,5.975901429364891,-4.561819,CON,False,4.0,GREEN,#02A95B
E09000028,Southwark,2,London Borough,London,IND,IND,IND,Independent,0.3150044007967758,0.0221035807800863,-0.292901,CON,False,7.0,IND,#6B7280
E09000028,Southwark,2,London Borough,London,LAB,LAB,LAB,,55.28996360978572,63.55629611997144,8.266333,CON,False,3.0,LAB,#E4003B
E09000028,Southwark,2,London Borough,London,LD,LD,LD,,22.52487350926226,9.640845150247673,-12.884028,CON,False,1.0,LD,#FAA61A
E09000028,Southwark,2,London Borough,London,Let London Live,Let London Live,Let London Live,Minor,0.0,0.0566758481540676,0.056676,CON,False,10.0,OTHER,#9CA3AF
E09000028,Southwark,2,London Borough,London,REFORM,REFORM,REFORM,,0.2928717386492899,0.0,-0.292872,CON,False,8.0,REFORM,#6B2FBE
E09000028,Southwark,2,London Borough,London,Social Democratic Party,Social Democratic Party,Social Democratic Party,Minor,0.0,0.0161526167239092,0.016153,CON,False,12.0,OTHER,#9CA3AF
E09000028,Southwark,2,London Borough,London,The Socialist Party Of Great Britain,The Socialist Party Of Great Britain,The Socialist Party Of Great Britain,Minor,0.0138972529763283,0.0,-0.013897,CON,False,13.0,OTHER,#9CA3AF
E09000028,Southwark,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0319122105382354,0.1394225864590063,0.10751,CON,False,9.0,OTHER,#9CA3AF
E09000028,Southwark,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.3205019213112524,0.320502,CON,False,6.0,OTHER,#9CA3AF
E09000028,Southwark,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.6140526963244339,0.1173190056789199,-0.496734,CON,False,5.0,OTHER,#9CA3AF
E09000029,Sutton,2,London Borough,London,CON,CON,CON,,36.75788703021698,21.63984855655466,-15.118038,LAB,False,3.0,CON,#0087DC
E09000029,Sutton,2,London Borough,London,Christian Peoples Alliance,Christian Peoples Alliance,Christian Peoples Alliance,Minor,0.0549097040422416,0.0624704212020823,0.007561,LAB,False,10.0,OTHER,#9CA3AF
E09000029,Sutton,2,London Borough,London,GREEN,GREEN,GREEN,,2.518636020765852,6.089446284902982,3.57081,LAB,False,4.0,GREEN,#02A95B
E09000029,Sutton,2,London Borough,London,IND,IND,IND,Independent,2.289568265518924,2.8722195929957404,0.582651,LAB,False,7.0,IND,#6B7280
E09000029,Sutton,2,London Borough,London,LAB,LAB,LAB,,17.611594267205042,61.86890676762896,44.257313,LAB,True,1.0,LAB,#E4003B
E09000029,Sutton,2,London Borough,London,LD,LD,LD,,38.44788569907264,6.762896355892097,-31.684989,LAB,False,2.0,LD,#FAA61A
E09000029,Sutton,2,London Borough,London,National Front,National Front,National Front,Minor,0.0271775302835337,0.0,-0.027178,LAB,False,8.0,OTHER,#9CA3AF
E09000029,Sutton,2,London Borough,London,REFORM,REFORM,REFORM,,2.2923414828947952,0.0,-2.292341,LAB,False,5.0,REFORM,#6B2FBE
E09000029,Sutton,2,London Borough,London,Social Democratic Party,Social Democratic Party,Social Democratic Party,Minor,0.0,0.0156176053005205,0.015618,LAB,False,9.0,OTHER,#9CA3AF
E09000029,Sutton,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.6885944155229531,0.688594,LAB,False,6.0,OTHER,#9CA3AF
E09000030,Tower Hamlets,2,London Borough,London,Aspire,Aspire,ILP,ILP,15.29319001403045,17.053493029726024,1.760303,CON,False,5.0,IND,#6B7280
E09000030,Tower Hamlets,2,London Borough,London,CON,CON,CON,,9.918136385245996,24.238104164405726,14.319968,CON,True,1.0,CON,#0087DC
E09000030,Tower Hamlets,2,London Borough,London,Free Palestine,Free Palestine,Free Palestine,Minor,0.0,0.1507019603587249,0.150702,CON,False,9.0,OTHER,#9CA3AF
E09000030,Tower Hamlets,2,London Borough,London,GREEN,GREEN,GREEN,,7.920246750385547,3.314703183733068,-4.605544,CON,False,3.0,GREEN,#02A95B
E09000030,Tower Hamlets,2,London Borough,London,IND,IND,IND,Independent,0.3420646792129033,0.244921516589548,-0.097143,CON,False,10.0,IND,#6B7280
E09000030,Tower Hamlets,2,London Borough,London,LAB,LAB,LAB,,46.12133440011132,47.87093400684695,1.7496,CON,False,6.0,LAB,#E4003B
E09000030,Tower Hamlets,2,London Borough,London,LD,LD,LD,,8.636843264804444,6.335648536390454,-2.301195,CON,False,4.0,LD,#FAA61A
E09000030,Tower Hamlets,2,London Borough,London,People'S Alliance Of Tower Hamlets,People'S Alliance Of Tower Hamlets,ILP,ILP,11.35190918472652,0.0,-11.351909,CON,False,2.0,IND,#6B7280
E09000030,Tower Hamlets,2,London Borough,London,Renew,Renew,Renew,Minor,0.0892846789809951,0.0,-0.089285,CON,False,11.0,OTHER,#9CA3AF
E09000030,Tower Hamlets,2,London Borough,London,Social Democratic Party,Social Democratic Party,Social Democratic Party,Minor,0.0,0.0096192740654505,0.009619,CON,False,13.0,OTHER,#9CA3AF
E09000030,Tower Hamlets,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.0471097781154115,0.04711,CON,False,12.0,OTHER,#9CA3AF
E09000030,Tower Hamlets,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.7347645497686441,0.734765,CON,False,7.0,OTHER,#9CA3AF
E09000030,Tower Hamlets,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.3269906425018262,0.0,-0.326991,CON,False,8.0,OTHER,#9CA3AF
E09000031,Waltham Forest,2,London Borough,London,CON,CON,CON,,24.0251515197392,13.435157686324423,-10.589994,LAB,False,2.0,CON,#0087DC
E09000031,Waltham Forest,2,London Borough,London,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Minor,0.1761211956055491,0.0,-0.176121,LAB,False,8.0,OTHER,#9CA3AF
E09000031,Waltham Forest,2,London Borough,London,GREEN,GREEN,GREEN,,5.532425981156546,4.130659699737251,-1.401766,LAB,False,3.0,GREEN,#02A95B
E09000031,Waltham Forest,2,London Borough,London,IND,IND,IND,Independent,0.1942884249516802,0.671385719283359,0.477097,LAB,False,7.0,IND,#6B7280
E09000031,Waltham Forest,2,London Borough,London,Independent Network,Independent Network,ILP,ILP,0.1307031222402212,0.0,-0.130703,LAB,False,10.0,IND,#6B7280
E09000031,Waltham Forest,2,London Borough,London,LAB,LAB,LAB,,58.12958280976388,71.2736976084675,13.144115,LAB,True,1.0,LAB,#E4003B
E09000031,Waltham Forest,2,London Borough,London,LD,LD,LD,,10.32150949490056,9.292960870568445,-1.028549,LAB,False,5.0,LD,#FAA61A
E09000031,Waltham Forest,2,London Borough,London,The Liberal Party,The Liberal Party,The Liberal Party,Minor,0.0590434953749262,0.0,-0.059043,LAB,False,11.0,OTHER,#9CA3AF
E09000031,Waltham Forest,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,1.4311739562674417,0.0844814624597131,-1.346692,LAB,False,4.0,OTHER,#9CA3AF
E09000031,Waltham Forest,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.9613022798829912,0.961302,LAB,False,6.0,OTHER,#9CA3AF
E09000031,Waltham Forest,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.0,0.1503546732763176,0.150355,LAB,False,9.0,OTHER,#9CA3AF
E09000032,Wandsworth,2,London Borough,London,CON,CON,CON,,42.13299708912556,20.48300813259532,-21.649989,LAB,False,2.0,CON,#0087DC
E09000032,Wandsworth,2,London Borough,London,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Minor,0.0333465330026468,0.0,-0.033347,LAB,False,10.0,OTHER,#9CA3AF
E09000032,Wandsworth,2,London Borough,London,GREEN,GREEN,GREEN,,4.504908192826327,3.9429515789329015,-0.561957,LAB,False,6.0,GREEN,#02A95B
E09000032,Wandsworth,2,London Borough,London,IND,IND,IND,Independent,1.4415428329269224,1.3038951936258594,-0.137648,LAB,False,7.0,IND,#6B7280
E09000032,Wandsworth,2,London Borough,London,Independents For Direct Democracy,Independents For Direct Democracy,Independents For Direct Democracy,Minor,0.0090313526882168,0.0,-0.009031,LAB,False,11.0,IND,#6B7280
E09000032,Wandsworth,2,London Borough,London,LAB,LAB,LAB,,42.45430482899481,67.61426691542032,25.159962,LAB,True,1.0,LAB,#E4003B
E09000032,Wandsworth,2,London Borough,London,LD,LD,LD,,8.471061461828642,5.762907531669708,-2.708154,LAB,False,3.0,LD,#FAA61A
E09000032,Wandsworth,2,London Borough,London,REFORM,REFORM,REFORM,,0.0934397643511667,0.0546296009977632,-0.03881,LAB,False,9.0,REFORM,#6B2FBE
E09000032,Wandsworth,2,London Borough,London,Renew,Renew,Renew,Minor,0.8593679442557123,0.0,-0.859368,LAB,False,4.0,OTHER,#9CA3AF
E09000032,Wandsworth,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.1020439716750672,0.102044,LAB,False,8.0,OTHER,#9CA3AF
E09000032,Wandsworth,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.7362970750830611,0.736297,LAB,False,5.0,OTHER,#9CA3AF
E09000033,Westminster,2,London Borough,London,CON,CON,CON,,45.11096924915788,14.10768357806874,-31.003286,LAB,False,1.0,CON,#0087DC
E09000033,Westminster,2,London Borough,London,Campaign Against Pedestrianisation Of Oxford Street,Campaign Against Pedestrianisation Of Oxford Street,ILP,ILP,0.7456807562751276,0.0,-0.745681,LAB,False,5.0,IND,#6B7280
E09000033,Westminster,2,London Borough,London,Christian Peoples Alliance,Christian Peoples Alliance,Christian Peoples Alliance,Minor,0.0264859285015755,0.0,-0.026486,LAB,False,10.0,OTHER,#9CA3AF
E09000033,Westminster,2,London Borough,London,GREEN,GREEN,GREEN,,2.1263446702162336,11.53517773146454,9.408833,LAB,False,3.0,GREEN,#02A95B
E09000033,Westminster,2,London Borough,London,IND,IND,IND,Independent,0.1113767249809844,0.0657577252069512,-0.045619,LAB,False,8.0,IND,#6B7280
E09000033,Westminster,2,London Borough,London,LAB,LAB,LAB,,42.38359773986743,65.43423962327188,23.050642,LAB,True,2.0,LAB,#E4003B
E09000033,Westminster,2,London Borough,London,LD,LD,LD,,9.49554493100076,8.535246671015162,-0.960298,LAB,False,4.0,LD,#FAA61A
E09000033,Westminster,2,London Borough,London,REFORM,REFORM,REFORM,,0.0,0.0721213760334303,0.072121,LAB,False,7.0,REFORM,#6B2FBE
E09000033,Westminster,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.037121296487795,0.037121,LAB,False,9.0,OTHER,#9CA3AF
E09000033,Westminster,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.2126519984515116,0.212652,LAB,False,6.0,OTHER,#9CA3AF
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,British Democratic Party,British Democratic Party,British Democratic Party,Minor,0.1280674541621922,0.1264850168449672,-0.001582,LAB,False,17.0,OTHER,#9CA3AF
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,CON,CON,CON,,27.48041204311339,11.128317276434778,-16.352095,LAB,False,2.0,CON,#0087DC
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,Freedom Alliance,Freedom Alliance,Freedom Alliance,Minor,0.0,0.0212778533010225,0.021278,LAB,False,15.0,OTHER,#9CA3AF
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,GREEN,GREEN,GREEN,,6.251441753171857,7.1806844376145165,0.929243,LAB,False,6.0,GREEN,#02A95B
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,Heritage Party,Heritage Party,Heritage Party,Minor,0.0,0.0354630888350375,0.035463,LAB,False,13.0,OTHER,#9CA3AF
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,IND,IND,IND,Independent,2.208169271765501,5.14628524144453,2.938116,LAB,False,4.0,IND,#6B7280
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,Independents For Direct Democracy,Independents For Direct Democracy,Independents For Direct Democracy,Minor,0.107385753490037,0.0,-0.107386,LAB,False,9.0,IND,#6B7280
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,LAB,LAB,LAB,,51.86890983573957,71.02665642177433,19.157747,LAB,True,1.0,LAB,#E4003B
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,LD,LD,LD,,9.671876864336,4.685265086589042,-4.986612,LAB,False,3.0,LD,#FAA61A
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,Libertarian Party,Libertarian Party,Libertarian Party,Minor,0.0548860517837966,0.0,-0.054886,LAB,False,11.0,OTHER,#9CA3AF
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,REFORM,REFORM,REFORM,,1.6465815535139003,0.273065784029789,-1.373516,LAB,False,5.0,REFORM,#6B2FBE
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,Social Democratic Party,Social Democratic Party,Social Democratic Party,Minor,0.0,0.0206868018204385,0.020687,LAB,False,16.0,OTHER,#9CA3AF
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,The For Britain Movement,The For Britain Movement,The For Britain Movement,Minor,0.0,0.0242331107039423,0.024233,LAB,False,14.0,OTHER,#9CA3AF
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0914767529729944,0.0461020154855487,-0.045375,LAB,False,12.0,OTHER,#9CA3AF
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.2854778651220521,0.285478,LAB,False,8.0,OTHER,#9CA3AF
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.0604542019647615,0.0,-0.060454,LAB,False,10.0,OTHER,#9CA3AF
E08000032,Bradford,3,West Yorkshire,Yorkshire and The Humber,YORKS,YORKS,YORKS,,0.430338463986,0.0,-0.430338,LAB,False,7.0,YORKS,#228B22
E08000033,Calderdale,3,West Yorkshire,Yorkshire and The Humber,CON,CON,CON,,34.93814943097476,8.426363851858541,-26.511786,LAB,False,1.0,CON,#0087DC
E08000033,Calderdale,3,West Yorkshire,Yorkshire and The Humber,Freedom Alliance,Freedom Alliance,Freedom Alliance,Minor,0.0,0.1309388086825975,0.130939,LAB,False,7.0,OTHER,#9CA3AF
E08000033,Calderdale,3,West Yorkshire,Yorkshire and The Humber,GREEN,GREEN,GREEN,,4.238825663862774,18.21855493221659,13.979729,LAB,False,3.0,GREEN,#02A95B
E08000033,Calderdale,3,West Yorkshire,Yorkshire and The Humber,IND,IND,IND,Independent,7.638132937489692,0.2234990010271923,-7.414634,LAB,False,4.0,IND,#6B7280
E08000033,Calderdale,3,West Yorkshire,Yorkshire and The Humber,LAB,LAB,LAB,,41.98086755731486,67.77889401857976,25.798026,LAB,True,2.0,LAB,#E4003B
E08000033,Calderdale,3,West Yorkshire,Yorkshire and The Humber,LD,LD,LD,,10.755401616361535,4.949712724768881,-5.805689,LAB,False,5.0,LD,#FAA61A
E08000033,Calderdale,3,West Yorkshire,Yorkshire and The Humber,National Front,National Front,National Front,Minor,0.1616361537192809,0.1140070661805375,-0.047629,LAB,False,9.0,OTHER,#9CA3AF
E08000033,Calderdale,3,West Yorkshire,Yorkshire and The Humber,Social Democratic Party,Social Democratic Party,Social Democratic Party,Minor,0.0,0.0349922678375907,0.034992,LAB,False,10.0,OTHER,#9CA3AF
E08000033,Calderdale,3,West Yorkshire,Yorkshire and The Humber,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.1230373288483028,0.123037,LAB,False,8.0,OTHER,#9CA3AF
E08000033,Calderdale,3,West Yorkshire,Yorkshire and The Humber,YORKS,YORKS,YORKS,,0.2869866402770905,0.0,-0.286987,LAB,False,6.0,YORKS,#228B22
E08000034,Kirklees,3,West Yorkshire,Yorkshire and The Humber,CON,CON,CON,,32.47986016769493,6.61431695682871,-25.865543,LAB,False,1.0,CON,#0087DC
E08000034,Kirklees,3,West Yorkshire,Yorkshire and The Humber,Freedom Alliance,Freedom Alliance,Freedom Alliance,Minor,0.0,0.1463725439548139,0.146373,LAB,False,12.0,OTHER,#9CA3AF
